accounting  | accounting  | Accounting service started
otel-collector  | otel-collector  | 2026-02-07T05:02:29.359Z	error	internal/queue_sender.go:49	Exporting failed. Dropping data.	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "opensearch", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "error": "not retryable error: Permanent error: {\"type\":\"illegal_argument_exception\",\"reason\":\"can't merge a non object mapping [attributes.upstream_cluster] with an object mapping\",\"caused_by\":{\"type\":\"\",\"reason\":\"\",\"caused_by\":null}}\nPermanent error: {\"type\":\"mapper_parsing_exception\",\"reason\":\"object mapping for [attributes.user_agent] tried to parse field [user_agent] as object, but found a concrete value\",\"caused_by\":{\"type\":\"\",\"reason\":\"\",\"caused_by\":null}}", "dropped_items": 2}
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal.NewQueueSender.func1
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/queue_sender.go:49
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal/queuebatch.(*disabledBatcher[...]).Consume
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/queuebatch/disabled_batcher.go:23
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal/queue.(*asyncQueue[...]).Start.func1
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/queue/async_queue.go:49
otel-collector  | otel-collector  | 2026-02-07T05:02:29.359Z	error	internal/queue_sender.go:49	Exporting failed. Dropping data.	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "opensearch", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "error": "not retryable error: Permanent error: {\"type\":\"illegal_argument_exception\",\"reason\":\"can't merge a non object mapping [attributes.upstream_cluster] with an object mapping\",\"caused_by\":{\"type\":\"\",\"reason\":\"\",\"caused_by\":null}}\nPermanent error: {\"type\":\"mapper_parsing_exception\",\"reason\":\"object mapping for [attributes.user_agent] tried to parse field [user_agent] as object, but found a concrete value\",\"caused_by\":{\"type\":\"\",\"reason\":\"\",\"caused_by\":null}}", "dropped_items": 2}
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal.NewQueueSender.func1
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/queue_sender.go:49
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal/queuebatch.(*disabledBatcher[...]).Consume
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/queuebatch/disabled_batcher.go:23
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal/queue.(*asyncQueue[...]).Start.func1
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/queue/async_queue.go:49
otel-collector  | otel-collector  | 2026-02-07T05:02:29.360Z	info	Logs	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 1}
otel-collector  | otel-collector  | 2026-02-07T05:02:29.543Z	info	Logs	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 3}
otel-collector  | otel-collector  | 2026-02-07T05:02:30.399Z	info	Logs	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 1}
otel-collector  | otel-collector  | 2026-02-07T05:02:34.893Z	info	Metrics	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 4, "data points": 7}
otel-collector  | otel-collector  | 2026-02-07T05:02:34.893Z	error	internal/base_exporter.go:114	Exporting failed. Rejecting data.	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "metrics", "error": "sending queue is full", "rejected_items": 34}
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal.(*BaseExporter).Send
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/base_exporter.go:114
otel-collector  | otel-collector  | go.opentelemetry.io/collector/exporter/exporterhelper/internal.NewMetricsRequest.newConsumeMetrics.func1
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/exporter/exporterhelper@v0.139.0/internal/new_request.go:176
otel-collector  | otel-collector  | go.opentelemetry.io/collector/consumer.ConsumeMetricsFunc.ConsumeMetrics
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/consumer@v1.45.0/metrics.go:27
otel-collector  | otel-collector  | go.opentelemetry.io/collector/service/internal/refconsumer.refMetrics.ConsumeMetrics
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/service@v0.139.0/internal/refconsumer/metrics.go:29
otel-collector  | otel-collector  | go.opentelemetry.io/collector/internal/fanoutconsumer.(*metricsConsumer).ConsumeMetrics
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/internal/fanoutconsumer@v0.139.0/metrics.go:71
otel-collector  | otel-collector  | go.opentelemetry.io/collector/processor/processorhelper.NewMetrics.func1
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/processor/processorhelper@v0.139.0/metrics.go:71
otel-collector  | otel-collector  | go.opentelemetry.io/collector/consumer.ConsumeMetricsFunc.ConsumeMetrics
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/consumer@v1.45.0/metrics.go:27
otel-collector  | otel-collector  | go.opentelemetry.io/collector/service/internal/refconsumer.refMetrics.ConsumeMetrics
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/service@v0.139.0/internal/refconsumer/metrics.go:29
otel-collector  | otel-collector  | go.opentelemetry.io/collector/processor/processorhelper.NewMetrics.func1
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/processor/processorhelper@v0.139.0/metrics.go:71
otel-collector  | otel-collector  | go.opentelemetry.io/collector/consumer.ConsumeMetricsFunc.ConsumeMetrics
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/consumer@v1.45.0/metrics.go:27
otel-collector  | otel-collector  | go.opentelemetry.io/collector/service/internal/refconsumer.refMetrics.ConsumeMetrics
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/service@v0.139.0/internal/refconsumer/metrics.go:29
otel-collector  | otel-collector  | go.opentelemetry.io/collector/consumer.ConsumeMetricsFunc.ConsumeMetrics
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/consumer@v1.45.0/metrics.go:27
otel-collector  | otel-collector  | go.opentelemetry.io/collector/internal/fanoutconsumer.(*metricsConsumer).ConsumeMetrics
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/internal/fanoutconsumer@v0.139.0/metrics.go:60
otel-collector  | otel-collector  | go.opentelemetry.io/collector/scraper/scraperhelper.scrapeMetrics
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/scraper/scraperhelper@v0.139.0/controller.go:265
otel-collector  | otel-collector  | go.opentelemetry.io/collector/scraper/scraperhelper.NewMetricsController.func1
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/scraper/scraperhelper@v0.139.0/controller.go:228
otel-collector  | otel-collector  | go.opentelemetry.io/collector/scraper/scraperhelper.(*controller[...]).startScraping.func1
otel-collector  | otel-collector  | 	go.opentelemetry.io/collector/scraper/scraperhelper@v0.139.0/controller.go:175
otel-collector  | otel-collector  | 2026-02-07T05:02:34.908Z	info	Metrics	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "metrics", "resource metrics": 12, "metrics": 63, "data points": 110}
otel-collector  | otel-collector  | 2026-02-07T05:02:36.358Z	info	Logs	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 1}
otel-collector  | otel-collector  | 2026-02-07T05:02:36.997Z	info	Logs	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 2}
otel-collector  | otel-collector  | 2026-02-07T05:02:37.359Z	info	Logs	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 1}
otel-collector  | otel-collector  | 2026-02-07T05:02:38.019Z	info	Traces	{"resource": {"service.instance.id": "c20124e0-10a2-4043-a279-02e6d70b0bc4", "service.name": "otelcol-contrib", "service.version": "0.139.0"}, "otelcol.component.id": "debug", "otelcol.component.kind": "exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 1}
payment  | payment  | {
payment  | payment  |   resource: {
payment  | payment  |     attributes: {
payment  | payment  |       'process.pid': 1,
payment  | payment  |       'process.executable.name': '/nodejs/bin/node',
payment  | payment  |       'process.executable.path': '/nodejs/bin/node',
payment  | payment  |       'process.command_args': [
payment  | payment  |         '/nodejs/bin/node',
payment  | payment  |         '--require=./opentelemetry.js',
payment  | payment  |         '/usr/src/app/node_modules/thread-stream/lib/worker.js'
payment  | payment  |       ],
payment  | payment  |       'process.runtime.version': '22.21.1',
payment  | payment  |       'process.runtime.name': 'nodejs',
payment  | payment  |       'process.runtime.description': 'Node.js',
payment  | payment  |       'process.command': '/usr/src/app/node_modules/thread-stream/lib/worker.js',
payment  | payment  |       'process.owner': 'nonroot',
payment  | payment  |       'os.type': 'linux',
payment  | payment  |       'os.version': '6.16.8-200.fc42.x86_64',
payment  | payment  |       'host.name': '76cddf2e36e9',
payment  | payment  |       'host.arch': 'amd64',
payment  | payment  |       'service.namespace': 'opentelemetry-demo',
payment  | payment  |       'service.version': '2.1.3',
payment  | payment  |       'service.name': 'payment'
payment  | payment  |     }
payment  | payment  |   },
payment  | payment  |   instrumentationScope: { name: 'payment-logger', version: '1.0.0', schemaUrl: undefined },
payment  | payment  |   timestamp: 1770440519903000,
payment  | payment  |   traceId: undefined,
payment  | payment  |   spanId: undefined,
payment  | payment  |   traceFlags: undefined,
payment  | payment  |   severityText: 'info',
payment  | payment  |   severityNumber: 9,
payment  | payment  |   body: 'payment gRPC server started on 0.0.0.0:50051',
payment  | payment  |   attributes: {}
payment  | payment  | }
postgresql  | postgresql  | 
postgresql  | postgresql  | PostgreSQL Database directory appears to contain a database; Skipping initialization
postgresql  | postgresql  | 
postgresql  | postgresql  | 2026-02-07 05:01:59.207 UTC [1] LOG:  starting PostgreSQL 17.6 (Debian 17.6-2.pgdg13+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 14.2.0-19) 14.2.0, 64-bit
postgresql  | postgresql  | 2026-02-07 05:01:59.209 UTC [1] LOG:  listening on IPv4 address "0.0.0.0", port 5432
postgresql  | postgresql  | 2026-02-07 05:01:59.209 UTC [1] LOG:  listening on IPv6 address "::", port 5432
postgresql  | postgresql  | 2026-02-07 05:01:59.211 UTC [1] LOG:  listening on Unix socket "/var/run/postgresql/.s.PGSQL.5432"
postgresql  | postgresql  | 2026-02-07 05:01:59.215 UTC [29] LOG:  database system was interrupted; last known up at 2026-02-03 04:50:29 UTC
postgresql  | postgresql  | 2026-02-07 05:01:59.264 UTC [29] LOG:  database system was not properly shut down; automatic recovery in progress
postgresql  | postgresql  | 2026-02-07 05:01:59.267 UTC [29] LOG:  redo starts at 0/11B8CEF0
postgresql  | postgresql  | 2026-02-07 05:01:59.267 UTC [29] LOG:  invalid record length at 0/11B8CF28: expected at least 24, got 0
postgresql  | postgresql  | 2026-02-07 05:01:59.267 UTC [29] LOG:  redo done at 0/11B8CEF0 system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
postgresql  | postgresql  | 2026-02-07 05:01:59.274 UTC [27] LOG:  checkpoint starting: end-of-recovery immediate wait
postgresql  | postgresql  | 2026-02-07 05:01:59.291 UTC [27] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.004 s, sync=0.002 s, total=0.022 s; sync files=2, longest=0.001 s, average=0.001 s; distance=0 kB, estimate=0 kB; lsn=0/11B8CF28, redo lsn=0/11B8CF28
postgresql  | postgresql  | 2026-02-07 05:01:59.297 UTC [1] LOG:  database system is ready to accept connections
product-catalog  | product-catalog  | 2026/02/04 06:29:45 exporter export timeout: rpc error: code = Unavailable desc = connection error: desc = "transport: Error while dialing: dial tcp 172.22.0.24:4317: connect: connection refused"
product-reviews  | product-reviews  | 2026-02-07 05:02:05,466 INFO [main] [product_reviews_server.py:92] [trace_id=b5c33bc86ea531937469da251cb3a5d6 span_id=162b8c24b027ee62 resource.service.name=product-reviews trace_sampled=True] - Receive GetProductReviews for product id:9SIQT8TOJO
product-reviews  | product-reviews  | 2026-02-07 05:02:05,479 INFO [main] [product_reviews_server.py:127] [trace_id=b5c33bc86ea531937469da251cb3a5d6 span_id=b613e925eb345e02 resource.service.name=product-reviews trace_sampled=True] -   username: deep_sky_master, description: The RASA V2 is a dream come true for deep-sky imaging. The f/2.2 speed drastically cuts down exposure times. My best astrophotography investment yet., score: 5.0
product-reviews  | product-reviews  | 2026-02-07 05:02:05,480 INFO [main] [product_reviews_server.py:127] [trace_id=b5c33bc86ea531937469da251cb3a5d6 span_id=b613e925eb345e02 resource.service.name=product-reviews trace_sampled=True] -   username: pro_astro, description: Unbelievable performance for wide-field astrophotography. The short focal length makes guiding less critical. Produces stunning, detailed images., score: 5.0
product-reviews  | product-reviews  | 2026-02-07 05:02:05,480 INFO [main] [product_reviews_server.py:127] [trace_id=b5c33bc86ea531937469da251cb3a5d6 span_id=b613e925eb345e02 resource.service.name=product-reviews trace_sampled=True] -   username: imaging_guru, description: This OTA is a beast! The fast optics mean more data in less time. If you're serious about deep-sky imaging, this is the one., score: 4.5
